Front Text;Back Text
stormy;burzowy, sztormowy
clearing;usuwanie, oczyszczanie
campaign;kampania
fry;fried fried - smażyć
government;rząd, rządzenie
pump;pompa, pompka, pompować
plateau;pl plateaus/plateaux - płaskowyż, plateau
must;musieć, musisz(przymu wychodzący ode mnie np. muszę nakarmić psa ale nikt mi tego nie każe)
plotting;spiskowanie
mew;mewa, miauknięcie, miauczeć
between;pomiędzy
kindness;uprzejmość, życzliwość
decimal;dziesiętny, ułamek dziesiętny
visual;wizualny, wzrokowy
assure;zapewniać
sample;próbka, próbkować
devour;pożerać, chłonąć
home;dom
burial;ceremonia pogrzebowa
prehistoric;prehistoryczny
dominoes;domino(GAME)
fit out;zaopatrywać, prace wykończeniowe, wyposażenie
wizard;czarodziej
dean;dziekan
mane;grzywa
gently;łagodnie
detail;szczegół, detal, wyszczególniać
outman;mieć przewagę liczebną
kick;kopać(nogą), kopnięcie
exchange for;wymieniać na
peasant;chłop, wieśniak
similar to;podobny do
envelope;koperta
harsh;surowy, ostry
begin;began begun - zaczynać
ensure;zapewniać
guess;zgadywać
capacious;pojemny
share price;cena akcji
alabasterine;alabastrowy
nuclear;jądrowy
shatter;roztrzaskiwać, rujnować
balcony;balkon
executable;wykonywalny
gunner;artylerzysta
curry;curry(POTRAWA)
hulky;niezdarny
intrigue;intryga, intrygować
town;miasto(małe - np. Turobin)
worldwide;światowy, na całym świecie
folk;lud, naród
counter;licznik, lada(in shop)
sandpaper;papier ścierny, szlifować papierem ściernym
alien;cudzoziemiec, obcy
flowerpot;doniczka
loser;przegrany, ofiara(życiowa)
illuminate;oświetlać
dissertation;dysertacja, praca pisemna, rozprawa
coordinate;koordynować, współrzędna
badge;odznaka, plakietka
lazily;leniwie
midnight;północ
winner;zwycięzca, zdobywca
vegetarian;wegetarianin(-anka), wegetariański
weary;znużony, bezbarwny
nutritious;pożywny, odżywczy
flu;grypa
payment;zapłata, płatność
exception;wyjątek
biochemistry;biochemia
centre;środek
gathering;zgromadzenie, zbieranie
carve;rzeźbić, wycinać
durst;mieć śmiałość, śmieć
grub;larwa, pędrak, grzebać(w ziemi)
dork;(informal)idiota(-ka)
efficient;wydajny, skuteczny, sprawny
witty;dowcipny, bystry
raw;surowy
revolver;rewolwer
investigate;badać, prowadzić dochodzenie
seemly;odpowiedni, przyzwoity
boon;skarb, prośba
accordingly;stosownie, w związku z tym
finger;palec, dotykać palcem
twitch;drgnięcie, szarpnięcie, drgać
stainless steel;stal nierdzewna
skier;narciarz(-arka)
insider dealing;wykorzystywanie poufnych informacji(w transakcjach)
ail;powodować ból, cierpieć
feeling;uczucie
bracket;nawias, wspornik
miscellaneous;rozmaity, różnorodny
rational;racjonalny, wymierny(liczba)
brindled;pręgowany
cling;clung clung - uczepić się
bucket;wiaderko
marrow;rdzeń, szpik kostny, sedno
swampy;bagnisty
libretto;pl librettos/libretti - libretto
buffer;bufor
aloft;wysoko
spruce;świerk(drzewo), elegancki
appear;pojawiać się
whispering;szeptanie
worshipper;wierny(-na), czciciel(ka)
air conditioning;klimatyzacja
invisible;niewidzialny, niewidoczny
works;zakład(FACTORY), mechanizm
sharpness;ostrość
take out sth;wyjmować coś, wyciągać coś
dismiss;odrzucać, zwolnić
concept;pojęcie
experience;doświadczenie, doświadczać
plead;pleaded/pled pleaded/pled - błagać
route;szlak, droga, trasa
regularly;regularnie
reference;wzmianka, odniesienie
via;przez
outer;wierzchni, zewnętrzny
shave;golić się
finance;finanse, finansować
dpi;dots per ich
treasury;skarbiec, skarbówka
camel;wielbłąd
torrent;rwący potok, ulewa, potok
arrest;aresztować, aresztowanie
trip;podróż, wycieczka
hostess;gospodyni
bedside;brzeg łóżka, nocny(do łóżka np lampka)
top;szczyt, wierzchołek
haste;pośpiech
book;książka, rezerwować
haul;holowanie, holować
jolly;radosny, przyjemny, bardzo, imprezka, rozbawiać
coolly;lekko, chłodno, spokojnie
pirate;pirat
tie;krawat, remis, remisować
no one;nikt
die;umierać
Persia;Persja
role;rola
thin;cienki, rzadki
launch;wodowanie, wprowadzenie, motorówka, wodować, wprowadzać
easy;łatwy
belong;należeć
resentful;urażony, pełen urazy
foaming;pieniący się
infrastructure;infrastruktura
cooling-off period;okres odstąpienia od umowy
take sth seriously;traktować coś poważnie
stitch;ścieg, szew
haughtiness;pycha, wyniosłość
customised;(UK) wykonany na zamówienie, zindywidualizowany
political;polityczny
report;raport, relacjonować
for instance;na przykład
rarely;rzadko
start off;ruszać, zacząć się
reporter;reporter(ka)
wear;wore worn - nosić na sobie, ubierać
violence;przemoc
knife;pl knives - nóż
metre;(UK)metr
go down;schodzić, obniżać się
midst;środek, w środku
stand by;być gotowym or przygotowanym, stać bezczynnie
get married;brać ślub
paddle;wiosło, wiosłować
waist;talia, pas
flash;błysk, błyskać
zip code;(US) kod pocztowy
landlady;właścicielka, gospodyni(mieszkania)
such;taki
ready;gotowy
shirking;obijanie się
debugger;debugger(program do wykrywania błędów oprogramowania)
tarpaulin;(UK) brezent, wodoodporna plandeka
traffic island;wysepka
have a blast;świetnie się bawić
coat;płaszcz
jealous;zazdrosny
parsley;pietruszka
clink;brzęczeć
setting;nastawa
ashamed;zawstydzony
grape;winogrono, winorośl
richly;bogato
resolute;zdecydowany
container;pojemnik, kontener
essential;niezbędny, istotny
vest;(US) kamizelka
concerning;dotyczący
implement;implementować, wprowadzać, narzędzie
bomber;bombowiec, zamachowiec
siege;oblężenie
steadily;równomiernie, mocno, uważnie
frenzy;szał, szaleństwo
luggage;bagaż
entrepreneur;przedsiębiorca
increase;zwiększać się
eruption;erupcja, wybuch
flick;wyrzut, smagnięcie, strzepywać, pstrykać
abbreviate;skracać
engage;zajmować
logic;logika
turn up;podkręcać, zwiększać
logical;logiczny
snatch;strzęp, urywek, porywać, urywać
circus;cyrk
behind;za, z tyłu
slammed;zglebowany
clothing;ubranie, ubrania
formal;formalny
invoke;powoływać się na, wywoływać
keypad;klawiatura pomocnicza
integer;liczba całkowita
guarding;obrona
spreadsheet;arkusz kalkulacyjny
coordination;koordynacja
premium;wysoki, nagroda, premia, składka ubezpieczeniowa
diligent;pilny, staranny, sumienny
after-sales service;serwis po zakupie
engineering degree;dyplom inżyniera
jittery;roztrzęsiony, stremowany
attic;strych
palmistry;wróżenie z ręki
anorexia;anoreksja, jadłowstręt psychiczny
format;forma, formatować
business;sprawa, interesy, biznes, firma, branża
extinct;wymarły, wygasły
notifier;osoba powiadamiająca, zgłaszająca
regardless;mimo to
all along;przez cały czas, od samego początku
christening;chrzest
stair;stopień
folder;teczka
cargo;ładunek, ładownia
glacier;lodowiec
default;domyślny
wade;brodzić(np. w wodzie)
dump;nora(place), skład(ammunition), rzucać
talker;mówca, gaduła
artistic;artystyczny
cranberry;borówka, żurawina
tile;dachówka, kafelek, wykładać kafelkami
bang;trzaśnięcie, uderzenie, trzaskać, uderzać
safety;bezpieczeństwo
hotel;hotel
wisdom;mądrość
junior;niższy rangą, młodszy
debris;gruzy
lane;dróżka, uliczka, pas(ruchu)
law;prawo
down;w dół
increasingly;coraz bardziej, coraz częściej
pierce;przekłuć, przebić
hearthside;kominek
find harmony;odnaleźć spokój
elixir;eliksir
twinkle;migotać, migotanie
ultimate;ostateczny, najwyższy, największy
below;pod, poniżej
apron;fartuch
sensor;czujnik
duff;tyłek, ściółka leśna, do niczego
addiction;uzależnienie
loyalty;lojalność
bath;wanna, kąpiel, kąpać się
courgette;cukinia
engine;silnik
dynamics;dynamika
dash;sprint(bieganie), rzucić się(np. do ucieczki), myślnik(-), odrobina
repetition;powtórka
arbitrary;arbitralny, samowolny, przypadkowy
wanting;brakujący, niepełny
teddy;pluszowy miś
crisis;pl crises - kryzys
thud;łomot
vivacious;żywy, pełen życia
sea;morze
lazy;leniwy
walk down;zejść
forecast;przewidywanie, prognoza, przewidywać
perhaps;(być)może
indecisive;niezdecydowany
sink;sank sunk - zlew(zlewozmywak), zatapiać, tonąć
refresh;odświeżać
birth;narodziny
hommock;wzgórek, pagórek
unicorn;jednorożec
look like;wyglądać jak
carcass;padlina, kadłub
juicy;soczysty
important;ważny
exist;istnieć
castanets;kastaniety
lock up;zamykać
innumerable;niezliczony
help;pomoc, pomagać
forest;las
hawser;cuma(na statku)
origin;początek, źródło, pochodzenie
victorious;zwycięski
antibiotic;antybiotyk
soldier;żołnierz
slope;wzniesienie, zbocze, stok, nachylenie
sensation;uczucie(feeling), sensacja
dandy;elegant, strojniś, świetnie, super
absurdity;absurd
spinster;panna
neural;nerwowy, neuronowy
gifted;uzdolniony, utalentowany
solar system;układ słoneczny
guideline;wskazówka, wytyczna, drogowskaz
toner;toner
tub;pojemnik, wanna(US)
clad;ubrany, odziany
premonition;przeczucie
considerable;znaczny
punish;karać
chin;podbródek
stainless;nieskazitelny, bez skazy
permanent;trwały, ciągły
lady;kobieta, dama
virtual;wirtualny
midday;południe
neither;żaden
identity;tożsamość
trader;handlowiec
holler;krzyk, krzyczeć
perks;korzyści uboczne
ethical;etyczny
item;rzecz, punkt
sorority;żeńskie zgromadzenie(np. na Uniwersytecie)
keyboard;klawiatura, keyboard(INSTRUMENT)
wipe;wycierać, chusteczka higieniczna, papier toaletowy
ill;chory
diagonal;ukośny, przekątna
unwanted;niepotrzebny, nie chciany
champion;mistrz
king-size(d);olbrzymi, długi
rearrange;przestawiać
watcher;widz, obserwator
shingles;półpasiec
concerned;zaniepokojony, zainteresowany
decreasing;zmniejszający się
jewelry;biżuteria(US)
headquarters;siedziba główna
segment;część, odcinek(GEOMETRY)
powerful;mocny, silny
crunch;chrupać, miażdżyć
word;słowo
tend;uprawiać, doglądać
countryside;krajobraz(wiejski)
loan;pożyczka, kredyt, pożyczać
fuck with sb;pieprzyć się z kimś, lecieć z kimś w chuja, zadzierać z kimś
intercept;przechwytywać(MESSAGE), zatrzymywać(CAR)
cheerful;radosny, pogodny(person)
jingle;dzwonienie, zadzwonić
pansy;bratek(Flower), mięczak(Person)
curate;wikary
oxygen;tlen
quilt;kołdra
monarchy;monarchia
maintenance;utrzymanie, alimenty
stand up;stood up stood up - wstawać
internship;staż
the accused;oskarżony(-na)
lobster;homar
poet;poeta
spite;złośliwość, robić na złość
spacious;przestronny
often;często
earn;zarabiać
ridiculous;śmieszny
crocus;pl crocuses/croci - krokus
session;sesja
extended;rozszerzony, powiększony
dukes;pięści, książęta
leap;leaped/leapt leaped/leapt - skok, skakać
invasion;najazd, inwazja
accuse;oskarżać, obwiniać
plastered;spity, schlany
France;Francja
cool down;ochładzać się, uspokajać się
muttering;mamrotanie
overflow;zalewać, wylewać się
emergency;nagły wypadek, awaryjny
browse;szperać, przejżeć
predator;drapieżnik
impact;uderzenie, wpływ
row;rząd, rządek, wiosłować, kłótnia, kłócić się
courage;odwaga
reviewer;recenzent(ka)
martial law;stan wojenny
deceive;oszukiwać
buckwheat groats;kasza gryczana
champagne;szampan
wheelbarrow;taczka
laced;sznurowany, haftowany
notified;powiadomiony
soiled;pobrudzony
make;made made - robić
dot;kropka
disgusted;zniesmaczony
associate;wspólnik, kojarzyć
collar;kołnierz, obroża
profit;zysk
thy;twój
confirmed;zaprzysięgły
mainframe;komputer dużej mocy
obvious;oczywisty
since;od, odkąd
frosty;mroźny
flashlight;latarka
unkind;niegrzeczny, nieuprzejmy
dice;kostka, kroić w kostkę
fuck off;odpierdol się
inside;wewnętrzny, wewnątrz
minister;minister
programme;program, programować
unscheduled;pozaplanowy, nieprzewidziany
narcissus;pl narcissi - narcyz
tank;zbiornik, czołg
sealskin;futro z foki
bunk;koja(on ship - łóżko takie)
disconnected;rozłączony
examination;egzamin
hazelnut;orzech laskowy
be;was/were been - być
production;produkcja
breathtaking;zapierający dech(w piersiach)
horrid;okropny, straszny
contest;konkurs
mop;mop, wycierać mopem
tale;baśń, opowieść
coriander;kolendra
trunk;pień(tree), tułów, kufer
bout;atak, napad, walka(BOXING)
believable;wiarygodny
slab;płyta, kawał(CAKE)
hesitatingly;niepewnie, z wahaniem
exhaustive;wyczerpujący
overestimate sth;przecenić coś
lurking;przyczajony
rail;poręcz, reling
fluttering;dygotanie, drganie, trzepoczący(skrzydłami)
bullet;kula
theater;teatr(US)
shepherd;pasterz, prowadzić
outlet;wylot, gniazdko wtykowe(ELEC)
coarse;szorstki, chropowaty
decode;odkodowywać, rozszyfrować
aspirin;aspiryna
automotive;samochodowy
soak;przemoczyć, moczyć się
tuna;tuńczyk
detest;nienawidzić, czuć wstręt
imaginary;zmyślony, urojony
complaint;skarga, zażalenie
worthless;bezwartościowy
house;dom
memory;pamięć
frequency;częstość, częstotliwość
appendix;pl appendices - wyrostek robaczkowy, aneks(do umowy)
handicraft;rękodzieło, robótka ręczna
besmear;powalać, zbrukać, zszargać
symbolical;symboliczny
baptise;(UK) chrzcić
sorrowing;martwienie się, rozpaczanie
kirtle;suknia, spódnica
endanger;zagrażać
carbon;węgiel(chemistry)
go over;zostać przyjętym, przechodzić(na drugą stronę)
heir;spadkobierca, dziedzic, następca
celebrate;świętować, celebrować
sponge cake;biszkopt
pendulum;wahadło
sugar;cukier, słodzić
happiness;szczęście
tress;pukiel, lok, warkocz
orderly;zorganizowany, uporządkowany, (MED)sanitariusz
sensible;rozsądny, praktyczny
far;further/farther the furthest/the farthest - daleki
interest-free credit;kredyt nieoprocentowany
omen;znak, zapowiedź, przepowiadać
killer;zabójca(-czyni)
consent;zgoda, zgadzać się
sexton;kościelny(osoba), zakrystian
toffee;toffi
thirteen;trzynaście(13)
womanize;uganiać się za spódniczkami(kobietami)
vicarage;plebania
stroll;przechadzać się, przechadzka
wisp;kosmyk(np. włosów), wiązka
bowl;miska, stadion, kula, rzucać
abroad;za granica
incidental;uboczny, incydentalny
graphic designer;grafik
prosperity;dobrobyt, powodzenie
cliff;klif
helicopter;helikopter
conscientiously;sumiennie
outlook;pogląd, prognoza
recycle;utylizować
beauty;piękno, uroda
salt;sól, solić, słony
initialization;inicjacja
trashing;krytykowanie, demolowanie, wyrzucenie
boat;łódź, statek
mug;kubek, frajer, napadać(na ulicy)
hedge;żywopłot
petrol station;stacja benzynowa
gentlewoman;kobieta dobrze urodzona
doblon;dawna moneta hiszpańska
antidote;antidotum, odtrutka
valiant;bitny, dzielny, odważny
druid;druid(starożytny kapłan)
make calculations;wykonywanie obliczeń
catering;gastronomia
yeast;drożdże
competitor;konkurent, konkurencja
hunter;myśliwy
cow;krowa, zastraszać
bark;kora(TREE), szczekanie, szczekać
anonymous;anonimowy, bezimienny
transistor;tranzystor, tranzystorowy
acid rain;kwaśny deszcz
selenium;selen
carriage;wagon, powóz(horse), karetka(typewriter)
cystitis;zapalenie pęcherza(moczowego)
wine;wino
binoculars;lornetka
drab;bury, szary, ponury
mathematics;matematyka
motherless;bez matki
cuff;mankiet, trzepnięcie, trzepnąć(uderzyć lekko)
chrysanthemum;chryzantema(Flower)
masculine;męski
persistent;uporczywy(noise), wytrwały(person), bezustanny(rain)
peep;zerknąć, zerknięcie
skiing;jazda na nartach, narciarstwo
applying for a job;ubieganie się o pracę
slayer;zabójca, pogromca
infinite;bezgraniczny, nieskończony
persist;utrzymywać się(weather), upierać się
long;długi, długo
liege;senior, feudał, pan lenny
explorer;badacz(ka)
quantity;ilość
minor;drobny, mały, nieletni(a)
compass;kompas, cyrkiel
insignia;insygnia
traffic;ruch
fierce;dziki, zawzięty, gwałtowny
faithful;wierny
display;wystawa, pokaz, wyświetlacz, wystawiać
hydrogen;wodór
look forward to;z niecierpliwością czekać na
mutineer;buntownik(-iczka)
enter;wchodzić, wprowadzać(COMPUTERS)
cobbler;szewc, placek z nadzieniem z owoców
politics;polityka
street market;targ uliczny
overhaul;wyprzedzić, dogonić
tatter;łachman, szmata, łachmanić, szmacić
whichever;którykolwiek
rule;reguła, rządy, rządzić
classic;klasyczny, klasyk
footstep;krok
along;wzdłuż
lug;taszczyć, szarpać, uchwyt, cham, prostak
caravan;przyczepa kempingowa, karawana
performance;występ, osiągi(of engine)
cemetery;cmentarz
victor;zwycięzca
stable;stabilny, trwały, stajnia, obora
horrify;przerażać
beforehand;najpierw, przedtem
disguise;przebrać, przebranie
linden;(US) lipa(tree), lipowy
underlip;dolna warga
detach;odczepiać
bed;łóżko
voice-over;głos lektora(Cinema, TV)
boost;zwiększać, podnosić
interested in;interesować się czymś
aurora;pl auroras/aurorae - zorza(np. polarna)
bypath;boczna dróżka
draft;(US) powiew, duży łyk, brudnopis, szkic, robić szkic
resource;surowiec (pl resources - zasoby)
deliverance;oswobodzenie, wybawienie, werdykt
around;dookoła
so far;jak dotąd, jak do tej pory
counsel;porada, radzić
marooned;wyrzucony na brzeg wyspy
speak;spoke spoken - mówić
passionate;namiętny
punch;uderzenie pięścią(cios), uderzać, dziurkacz, poncz
insistent;stanowczy, uporczywy
departure;wyjście, wyjazd, odjazd, odlot
thaw;odwilż, topić się, rozmrażać
inquisitive;dociekliwy
cowardly;tchórzliwie
nor;ani, też nie
whereas;podczas gdy
grubby;brudny, niechlujny
kettle;czajnik
denim;dżins(tkanina)
excursion;wycieczka
recruitment;nabór
jump;skakać, przeskakiwać, skok
